source,target,value
PHYS 450,PHYS 400,0.5
PHYS 301,PHYS 401,0.5
PHYS 354,PHYS 401,0.5
PHYS 304,PHYS 402,0.5
PHYS 450,PHYS 402,0.5
PHYS 203,PHYS 403,0.2
ENPH 257,PHYS 403,0.2
PHYS 257,PHYS 403,0.2
CHEM 201,PHYS 403,0.2
CHEM 304,PHYS 403,0.2
PHYS 304,PHYS 403,0.33
PHYS 450,PHYS 403,0.33
CHEM 312,PHYS 403,0.33
MATH 200,PHYS 404,0.33
MATH 217,PHYS 404,0.33
MATH 226,PHYS 404,0.33
PHYS 102,PHYS 405,0.17
PHYS 108,PHYS 405,0.17
PHYS 118,PHYS 405,0.17
PHYS 153,PHYS 405,0.17
PHYS 158,PHYS 405,0.17
SCIE 001,PHYS 405,0.17
MATH 217,PHYS 407,0.33
MATH 227,PHYS 407,0.33
MATH 317,PHYS 407,0.33
MATH 215,PHYS 407,0.5
MATH 255,PHYS 407,0.5
PHYS 301,PHYS 407,1
PHYS 301,PHYS 408,0.5
PHYS 354,PHYS 408,0.5
MATH 215,PHYS 408,0.5
MATH 255,PHYS 408,0.5
PHYS 309,PHYS 409,0.5
PHYS 319,PHYS 409,0.5
PHYS 312,PHYS 410,0.33
MATH 257,PHYS 410,0.33
MATH 316,PHYS 410,0.33
PHYS 210,PHYS 410,0.2
EOSC 211,PHYS 410,0.2
CPSC 110,PHYS 410,0.2
CPSC 103,PHYS 410,0.2
APSC 160,PHYS 410,0.2
MATH 215,PHYS 412,1
CHEM 312,PHYS 412,0.5
PHYS 200,PHYS 412,0.5
PHYS 313,PHYS 437,0.25
PHYS 403,PHYS 437,0.25
PHYS 455,PHYS 437,0.25
CHEM 304,PHYS 437,0.25
PHYS 101,PHYS 438,0.14
PHYS 106,PHYS 438,0.14
PHYS 107,PHYS 438,0.14
PHYS 117,PHYS 438,0.14
PHYS 131,PHYS 438,0.14
PHYS 157,PHYS 438,0.14
SCIE 001,PHYS 438,0.14
PHYS 200,PHYS 450,0.5
PHYS 250,PHYS 450,0.5
PHYS 301,PHYS 454,0.5
PHYS 354,PHYS 454,0.5
PHYS 257,PHYS 455,0.33
PHYS 203,PHYS 455,0.33
PHYS 313,PHYS 455,0.33
PHYS 304,PHYS 455,0.5
PHYS 450,PHYS 455,0.5
PHYS 250,PHYS 458,1
PHYS 354,PHYS 458,1
PHYS 304,PHYS 473,0.5
PHYS 450,PHYS 473,0.5
PHYS 450,PHYS 474,0.5
PHYS 304,PHYS 474,0.5
PHYS 399,PHYS 498,1
PHYS 498,PHYS 499,1
GEOG 451,PLAN 452,1
POLI 101,POLI 301,1
POLI 101,POLI 302,1
POLI 101,POLI 303,1
POLI 101,POLI 304,1
POLI 101,POLI 305,1
POLI 101,POLI 306,1
POLI 101,POLI 307,1
POLI 101,POLI 308,1
POLI 101,POLI 309,1
POLI 101,POLI 310,1
POLI 260,POLI 372,0.5
POLI 380,POLI 381,1
POLI 101,POLI 401,1
POLI 301,POLI 401,0.13
POLI 302,POLI 401,0.13
POLI 303,POLI 401,0.13
POLI 304,POLI 401,0.13
POLI 305,POLI 401,0.13
POLI 306,POLI 401,0.13
POLI 307,POLI 401,0.13
POLI 308,POLI 401,0.13
POLI 101,POLI 402,1
POLI 301,POLI 402,0.13
POLI 302,POLI 402,0.13
POLI 303,POLI 402,0.13
POLI 304,POLI 402,0.13
POLI 305,POLI 402,0.13
POLI 306,POLI 402,0.13
POLI 307,POLI 402,0.13
POLI 308,POLI 402,0.13
POLI 101,POLI 403,1
POLI 301,POLI 403,0.13
POLI 302,POLI 403,0.13
POLI 303,POLI 403,0.13
POLI 304,POLI 403,0.13
POLI 305,POLI 403,0.13
POLI 306,POLI 403,0.13
POLI 307,POLI 403,0.13
POLI 308,POLI 403,0.13
POLI 101,POLI 404,1
POLI 301,POLI 404,0.09
POLI 302,POLI 404,0.09
POLI 303,POLI 404,0.09
POLI 304,POLI 404,0.09
POLI 305,POLI 404,0.09
POLI 306,POLI 404,0.09
POLI 307,POLI 404,0.09
POLI 308,POLI 404,0.09
POLI 350,POLI 404,0.09
POLI 351,POLI 404,0.09
POLI 352,POLI 404,0.09
POLI 101,POLI 405,1
POLI 301,POLI 405,0.13
POLI 302,POLI 405,0.13
POLI 303,POLI 405,0.13
POLI 304,POLI 405,0.13
POLI 305,POLI 405,0.13
POLI 306,POLI 405,0.13
POLI 307,POLI 405,0.13
POLI 308,POLI 405,0.13
POLI 101,POLI 406,1
POLI 220,POLI 420,0.06
POLI 320,POLI 420,0.06
POLI 321,POLI 420,0.06
POLI 322,POLI 420,0.06
POLI 323,POLI 420,0.06
POLI 324,POLI 420,0.06
POLI 325,POLI 420,0.06
POLI 326,POLI 420,0.06
POLI 327,POLI 420,0.06
POLI 328,POLI 420,0.06
POLI 329,POLI 420,0.06
POLI 330,POLI 420,0.06
POLI 331,POLI 420,0.06
POLI 332,POLI 420,0.06
POLI 333,POLI 420,0.06
POLI 350,POLI 420,0.06
POLI 351,POLI 420,0.06
POLI 220,POLI 421,0.06
POLI 320,POLI 421,0.06
POLI 321,POLI 421,0.06
POLI 322,POLI 421,0.06
POLI 323,POLI 421,0.06
POLI 324,POLI 421,0.06
POLI 325,POLI 421,0.06
POLI 326,POLI 421,0.06
POLI 327,POLI 421,0.06
POLI 328,POLI 421,0.06
POLI 329,POLI 421,0.06
POLI 330,POLI 421,0.06
POLI 331,POLI 421,0.06
POLI 332,POLI 421,0.06
POLI 333,POLI 421,0.06
POLI 350,POLI 421,0.06
POLI 351,POLI 421,0.06
POLI 220,POLI 422,0.06
POLI 320,POLI 422,0.06
POLI 321,POLI 422,0.06
POLI 322,POLI 422,0.06
POLI 323,POLI 422,0.06
POLI 324,POLI 422,0.06
POLI 325,POLI 422,0.06
POLI 326,POLI 422,0.06
POLI 327,POLI 422,0.06
POLI 328,POLI 422,0.06
POLI 329,POLI 422,0.06
POLI 330,POLI 422,0.06
POLI 331,POLI 422,0.06
POLI 332,POLI 422,0.06
POLI 333,POLI 422,0.06
POLI 350,POLI 422,0.06
POLI 351,POLI 422,0.06
POLI 220,POLI 423,0.06
POLI 320,POLI 423,0.06
POLI 321,POLI 423,0.06
POLI 322,POLI 423,0.06
POLI 323,POLI 423,0.06
POLI 324,POLI 423,0.06
POLI 325,POLI 423,0.06
POLI 326,POLI 423,0.06
POLI 327,POLI 423,0.06
POLI 328,POLI 423,0.06
POLI 329,POLI 423,0.06
POLI 330,POLI 423,0.06
POLI 331,POLI 423,0.06
POLI 332,POLI 423,0.06
POLI 333,POLI 423,0.06
POLI 350,POLI 423,0.06
POLI 351,POLI 423,0.06
POLI 220,POLI 426,0.06
POLI 320,POLI 426,0.06
POLI 321,POLI 426,0.06
POLI 322,POLI 426,0.06
POLI 323,POLI 426,0.06
POLI 324,POLI 426,0.06
POLI 325,POLI 426,0.06
POLI 326,POLI 426,0.06
POLI 327,POLI 426,0.06
POLI 328,POLI 426,0.06
POLI 329,POLI 426,0.06
POLI 330,POLI 426,0.06
POLI 331,POLI 426,0.06
POLI 332,POLI 426,0.06
POLI 333,POLI 426,0.06
POLI 350,POLI 426,0.06
POLI 351,POLI 426,0.06
POLI 220,POLI 427,1
POLI 320,POLI 427,0.06
POLI 321,POLI 427,0.06
POLI 322,POLI 427,0.06
POLI 323,POLI 427,0.06
POLI 324,POLI 427,0.06
POLI 325,POLI 427,0.06
POLI 326,POLI 427,0.06
POLI 327,POLI 427,0.06
POLI 328,POLI 427,0.06
POLI 329,POLI 427,0.06
POLI 330,POLI 427,0.06
POLI 331,POLI 427,0.06
POLI 332,POLI 427,0.06
POLI 333,POLI 427,0.06
POLI 334,POLI 427,0.06
POLI 335,POLI 427,0.06
POLI 336,POLI 427,0.06
POLI 337,POLI 427,0.06
POLI 220,POLI 429,0.06
POLI 320,POLI 429,0.06
POLI 321,POLI 429,0.06
POLI 322,POLI 429,0.06
POLI 323,POLI 429,0.06
POLI 324,POLI 429,0.06
POLI 325,POLI 429,0.06
POLI 326,POLI 429,0.06
POLI 327,POLI 429,0.06
POLI 328,POLI 429,0.06
POLI 329,POLI 429,0.06
POLI 330,POLI 429,0.06
POLI 331,POLI 429,0.06
POLI 332,POLI 429,0.06
POLI 333,POLI 429,0.06
POLI 345,POLI 429,0.06
POLI 350,POLI 429,0.06
POLI 351,POLI 429,0.06
POLI 101,POLI 450,0.5
POLI 302,POLI 450,0.17
POLI 306,POLI 450,0.17
POLI 350,POLI 450,0.5
POLI 352,POLI 450,0.5
POLI 260,POLI 460,0.09
POLI 360,POLI 460,0.09
POLI 361,POLI 460,0.09
POLI 362,POLI 460,0.09
POLI 363,POLI 460,0.09
POLI 364,POLI 460,0.09
POLI 365,POLI 460,0.09
POLI 366,POLI 460,0.09
POLI 367,POLI 460,0.09
POLI 368,POLI 460,0.09
POLI 369,POLI 460,0.09
POLI 370,POLI 460,0.09
POLI 260,POLI 461,0.09
POLI 360,POLI 461,0.09
POLI 361,POLI 461,0.09
POLI 362,POLI 461,0.09
POLI 363,POLI 461,0.09
POLI 364,POLI 461,0.09
POLI 365,POLI 461,0.09
POLI 366,POLI 461,0.09
POLI 367,POLI 461,0.09
POLI 368,POLI 461,0.09
POLI 369,POLI 461,0.09
POLI 370,POLI 461,0.09
POLI 260,POLI 462,0.09
POLI 360,POLI 462,0.09
POLI 361,POLI 462,0.09
POLI 362,POLI 462,0.09
POLI 363,POLI 462,0.09
POLI 364,POLI 462,0.09
POLI 365,POLI 462,0.09
POLI 366,POLI 462,0.09
POLI 367,POLI 462,0.09
POLI 368,POLI 462,0.09
POLI 369,POLI 462,0.09
POLI 370,POLI 462,0.09
POLI 260,POLI 463,0.08
POLI 360,POLI 463,0.08
POLI 361,POLI 463,0.08
POLI 362,POLI 463,0.08
POLI 363,POLI 463,0.08
POLI 364,POLI 463,0.08
POLI 365,POLI 463,0.08
POLI 366,POLI 463,0.08
POLI 367,POLI 463,0.08
POLI 368,POLI 463,0.08
POLI 369,POLI 463,0.08
POLI 370,POLI 463,0.08
POLI 375,POLI 463,0.08
POLS 200,POLS 300,1
POLS 210,POLS 345,1
PORT 101,PORT 102,1
PORT 102,PORT 201,0.5
PORT 110,PORT 201,0.5
PORT 201,PORT 202,1
PORT 110,PORT 210,1
PORT 202,PORT 301,0.5
PORT 210,PORT 301,0.5
PORT 202,PORT 308,0.5
PORT 210,PORT 308,0.5
PSYC 100,PSYC 217,0.5
PSYC 217,PSYC 100,0.5
PSYC 101,PSYC 217,0.5
PSYC 217,PSYC 101,0.5
PSYC 102,PSYC 217,0.5
PSYC 217,PSYC 102,0.5
PSYC 217,PSYC 218,0.5
PSYC 277,PSYC 218,0.5
PSYC 100,PSYC 218,0.5
PSYC 218,PSYC 100,0.5
PSYC 101,PSYC 218,0.5
PSYC 218,PSYC 101,0.5
PSYC 102,PSYC 218,0.5
PSYC 218,PSYC 102,0.5
PSYC 101,PSYC 240,1
PSYC 102,PSYC 240,1
PSYC 100,PSYC 260,0.5
PSYC 260,PSYC 100,0.5
PSYC 101,PSYC 260,0.5
PSYC 260,PSYC 101,0.5
PSYC 102,PSYC 260,0.5
PSYC 260,PSYC 102,0.5
SCIE 001,PSYC 270,0.5
BIOL 140,PSYC 270,0.5
CHEM 111,PSYC 270,0.17
CHEM 121,PSYC 270,0.17
CHEM 123,PSYC 270,0.17
BIOL 121,PSYC 270,0.5
SCIE 001,PSYC 271,0.5
BIOL 121,PSYC 271,0.5
CHEM 110,PSYC 271,0.1
CHEM 111,PSYC 271,0.1
CHEM 120,PSYC 271,0.1
CHEM 121,PSYC 271,0.1
CHEM 130,PSYC 271,0.1
PSYC 271,PSYC 272,1
SCIE 001,PSYC 273,0.5
BIOL 121,PSYC 273,0.5
CHEM 110,PSYC 273,0.1
CHEM 111,PSYC 273,0.1
CHEM 120,PSYC 273,0.1
CHEM 121,PSYC 273,0.1
CHEM 130,PSYC 273,0.1
PSYC 273,PSYC 274,1
PSYC 217,PSYC 275,0.33
PSYC 273,PSYC 275,0.33
PSYC 277,PSYC 275,0.33
PSYC 217,PSYC 278,0.5
PSYC 277,PSYC 278,0.5
PSYC 100,PSYC 300,0.5
PSYC 101,PSYC 300,0.14
PSYC 102,PSYC 300,0.14
PSYC 205,PSYC 300,0.14
PSYC 207,PSYC 300,0.14
PSYC 208,PSYC 300,0.14
PSYC 216,PSYC 300,0.14
PSYC 217,PSYC 300,0.14
PSYC 100,PSYC 301,0.5
PSYC 101,PSYC 301,0.13
PSYC 102,PSYC 301,0.13
PSYC 205,PSYC 301,0.13
PSYC 207,PSYC 301,0.13
PSYC 208,PSYC 301,0.13
PSYC 216,PSYC 301,0.13
PSYC 217,PSYC 301,0.13
PSYC 277,PSYC 301,0.13
PSYC 100,PSYC 302,0.5
PSYC 101,PSYC 302,0.13
PSYC 102,PSYC 302,0.13
PSYC 205,PSYC 302,0.13
PSYC 207,PSYC 302,0.13
PSYC 208,PSYC 302,0.13
PSYC 216,PSYC 302,0.13
PSYC 217,PSYC 302,0.13
PSYC 277,PSYC 302,0.13
PSYC 218,PSYC 303,0.33
PSYC 278,PSYC 303,0.33
PSYC 366,PSYC 303,0.33
PSYC 100,PSYC 304,0.5
PSYC 101,PSYC 304,0.13
PSYC 102,PSYC 304,0.13
PSYC 205,PSYC 304,0.13
PSYC 207,PSYC 304,0.13
PSYC 208,PSYC 304,0.13
PSYC 216,PSYC 304,0.13
PSYC 217,PSYC 304,0.13
PSYC 277,PSYC 304,0.13
PSYC 100,PSYC 305,0.5
PSYC 101,PSYC 305,0.13
PSYC 102,PSYC 305,0.13
PSYC 205,PSYC 305,0.13
PSYC 207,PSYC 305,0.13
PSYC 208,PSYC 305,0.13
PSYC 216,PSYC 305,0.13
PSYC 217,PSYC 305,0.13
PSYC 277,PSYC 305,0.13
PSYC 100,PSYC 306,0.5
PSYC 101,PSYC 306,0.13
PSYC 102,PSYC 306,0.13
PSYC 205,PSYC 306,0.13
PSYC 207,PSYC 306,0.13
PSYC 208,PSYC 306,0.13
PSYC 216,PSYC 306,0.13
PSYC 217,PSYC 306,0.13
PSYC 277,PSYC 306,0.13
PSYC 100,PSYC 307,0.5
PSYC 101,PSYC 307,0.13
PSYC 102,PSYC 307,0.13
PSYC 205,PSYC 307,0.13
PSYC 207,PSYC 307,0.13
PSYC 208,PSYC 307,0.13
PSYC 216,PSYC 307,0.13
PSYC 217,PSYC 307,0.13
PSYC 277,PSYC 307,0.13
PSYC 100,PSYC 308,0.5
PSYC 101,PSYC 308,0.13
PSYC 102,PSYC 308,0.13
PSYC 205,PSYC 308,0.13
PSYC 207,PSYC 308,0.13
PSYC 208,PSYC 308,0.13
PSYC 216,PSYC 308,0.13
PSYC 217,PSYC 308,0.13
PSYC 277,PSYC 308,0.13
PSYC 100,PSYC 309,0.5
PSYC 101,PSYC 309,0.13
PSYC 102,PSYC 309,0.13
PSYC 205,PSYC 309,0.13
PSYC 207,PSYC 309,0.13
PSYC 208,PSYC 309,0.13
PSYC 216,PSYC 309,0.13
PSYC 217,PSYC 309,0.13
PSYC 277,PSYC 309,0.13
PSYC 100,PSYC 311,0.5
PSYC 101,PSYC 311,0.13
PSYC 102,PSYC 311,0.13
PSYC 205,PSYC 311,0.13
PSYC 207,PSYC 311,0.13
PSYC 208,PSYC 311,0.13
PSYC 216,PSYC 311,0.13
PSYC 217,PSYC 311,0.13
PSYC 277,PSYC 311,0.13
PSYC 100,PSYC 312,0.5
PSYC 101,PSYC 312,0.13
PSYC 102,PSYC 312,0.13
PSYC 205,PSYC 312,0.13
PSYC 207,PSYC 312,0.13
PSYC 208,PSYC 312,0.13
PSYC 216,PSYC 312,0.13
PSYC 217,PSYC 312,0.13
PSYC 277,PSYC 312,0.13
PSYC 100,PSYC 314,0.5
PSYC 101,PSYC 314,0.13
PSYC 102,PSYC 314,0.13
PSYC 205,PSYC 314,0.13
PSYC 207,PSYC 314,0.13
PSYC 208,PSYC 314,0.13
PSYC 216,PSYC 314,0.13
PSYC 217,PSYC 314,0.13
PSYC 277,PSYC 314,0.13
PSYC 100,PSYC 315,0.5
PSYC 101,PSYC 315,0.13
PSYC 102,PSYC 315,0.13
PSYC 205,PSYC 315,0.13
PSYC 207,PSYC 315,0.13
PSYC 208,PSYC 315,0.13
PSYC 216,PSYC 315,0.13
PSYC 217,PSYC 315,0.13
PSYC 277,PSYC 315,0.13
PSYC 100,PSYC 319,0.5
PSYC 101,PSYC 319,0.14
PSYC 102,PSYC 319,0.14
PSYC 205,PSYC 319,0.14
PSYC 207,PSYC 319,0.14
PSYC 208,PSYC 319,0.14
PSYC 216,PSYC 319,0.14
PSYC 217,PSYC 319,0.14
PSYC 100,PSYC 320,0.5
PSYC 101,PSYC 320,0.13
PSYC 102,PSYC 320,0.13
PSYC 205,PSYC 320,0.13
PSYC 207,PSYC 320,0.13
PSYC 208,PSYC 320,0.13
PSYC 216,PSYC 320,0.13
PSYC 217,PSYC 320,0.13
PSYC 277,PSYC 320,0.13
PSYC 100,PSYC 321,0.5
PSYC 101,PSYC 321,0.14
PSYC 102,PSYC 321,0.14
PSYC 205,PSYC 321,0.14
PSYC 207,PSYC 321,0.14
PSYC 208,PSYC 321,0.14
PSYC 216,PSYC 321,0.14
PSYC 217,PSYC 321,0.14
PSYC 100,PSYC 322,0.5
PSYC 101,PSYC 322,0.13
PSYC 102,PSYC 322,0.13
PSYC 205,PSYC 322,0.13
PSYC 207,PSYC 322,0.13
PSYC 208,PSYC 322,0.13
PSYC 216,PSYC 322,0.13
PSYC 217,PSYC 322,0.13
PSYC 277,PSYC 322,0.13
PSYC 100,PSYC 325,0.5
PSYC 101,PSYC 325,0.13
PSYC 102,PSYC 325,0.13
PSYC 205,PSYC 325,0.13
PSYC 207,PSYC 325,0.13
PSYC 208,PSYC 325,0.13
PSYC 216,PSYC 325,0.13
PSYC 217,PSYC 325,0.13
PSYC 277,PSYC 325,0.13
PSYC 100,PSYC 331,0.5
PSYC 101,PSYC 331,0.13
PSYC 102,PSYC 331,0.13
PSYC 205,PSYC 331,0.13
PSYC 207,PSYC 331,0.13
PSYC 208,PSYC 331,0.13
PSYC 216,PSYC 331,0.13
PSYC 217,PSYC 331,0.13
PSYC 277,PSYC 331,0.13
PSYC 100,PSYC 333,0.33
PSYC 101,PSYC 333,0.08
PSYC 102,PSYC 333,0.08
PSYC 205,PSYC 333,0.08
PSYC 207,PSYC 333,0.08
PSYC 208,PSYC 333,0.08
PSYC 216,PSYC 333,0.08
PSYC 217,PSYC 333,0.08
PSYC 277,PSYC 333,0.08
LING 420,PSYC 333,0.33
LING 200,PSYC 333,0.33
LING 201,PSYC 333,0.33
PSYC 333,PSYC 334,1
PSYC 100,PSYC 335,0.5
PSYC 101,PSYC 335,0.13
PSYC 102,PSYC 335,0.13
PSYC 205,PSYC 335,0.13
PSYC 207,PSYC 335,0.13
PSYC 208,PSYC 335,0.13
PSYC 216,PSYC 335,0.13
PSYC 217,PSYC 335,0.13
PSYC 277,PSYC 335,0.13
PSYC 100,PSYC 336,0.33
PSYC 101,PSYC 336,0.08
PSYC 102,PSYC 336,0.08
PSYC 205,PSYC 336,0.08
PSYC 207,PSYC 336,0.08
PSYC 208,PSYC 336,0.08
PSYC 216,PSYC 336,0.08
PSYC 217,PSYC 336,0.08
PSYC 277,PSYC 336,0.08
ENGL 329,PSYC 336,0.33
LING 420,PSYC 336,0.33
LING 200,PSYC 336,0.33
LING 201,PSYC 336,0.33
PSYC 336,PSYC 337,0.5
PSYC 100,PSYC 349,0.5
PSYC 101,PSYC 349,0.5
PSYC 102,PSYC 349,0.5
PSYC 217,PSYC 349,1
PSYC 218,PSYC 349,1
PSYC 100,PSYC 350,0.5
PSYC 101,PSYC 350,0.13
PSYC 102,PSYC 350,0.13
PSYC 205,PSYC 350,0.13
PSYC 207,PSYC 350,0.13
PSYC 208,PSYC 350,0.13
PSYC 216,PSYC 350,0.13
PSYC 217,PSYC 350,0.13
PSYC 277,PSYC 350,0.13
PSYC 100,PSYC 358,0.5
PSYC 101,PSYC 358,0.13
PSYC 102,PSYC 358,0.13
PSYC 205,PSYC 358,0.13
PSYC 207,PSYC 358,0.13
PSYC 208,PSYC 358,0.13
PSYC 216,PSYC 358,0.13
PSYC 217,PSYC 358,0.13
PSYC 277,PSYC 358,0.13
PSYC 217,PSYC 359,0.25
PSYC 277,PSYC 359,0.25
PSYC 218,PSYC 359,0.25
PSYC 278,PSYC 359,0.25
PSYC 366,PSYC 359,0.5
PSYC 260,PSYC 360,1
NSCI 201,PSYC 361,0.17
PSYC 260,PSYC 361,0.17
PSYC 270,PSYC 361,0.17
PSYC 304,PSYC 361,0.17
PSYC 360,PSYC 361,0.17
PSYC 370,PSYC 361,0.17
BIOL 260,PSYC 363,0.1
BIOL 361,PSYC 363,0.1
BIOL 455,PSYC 363,0.1
BIOL 458,PSYC 363,0.1
CAPS 301,PSYC 363,0.1
NSCI 201,PSYC 363,0.1
PSYC 260,PSYC 363,0.1
PSYC 263,PSYC 363,0.1
PSYC 270,PSYC 363,0.1
PSYC 304,PSYC 363,0.1
PSYC 363,PSYC 364,1
NSCI 201,PSYC 365,0.25
PSYC 260,PSYC 365,0.25
PSYC 270,PSYC 365,0.25
COGS 200,PSYC 365,0.25
PSYC 260,PSYC 366,0.5
PSYC 100,PSYC 367,0.33
PSYC 101,PSYC 367,0.33
PSYC 102,PSYC 367,0.33
PSYC 367,PSYC 368,1
NSCI 201,PSYC 370,0.33
PSYC 260,PSYC 370,0.33
PSYC 270,PSYC 370,0.33
PSYC 217,PSYC 370,0.5
PSYC 277,PSYC 370,0.5
PSYC 218,PSYC 370,0.5
PSYC 278,PSYC 370,0.5
PSYC 370,PSYC 371,1
PSYC 360,PSYC 398,0.5
PSYC 371,PSYC 398,0.5
PSYC 398,PSYC 399,1
PSYC 300,PSYC 400,1
PSYC 300,PSYC 401,1
PSYC 217,PSYC 402,0.25
PSYC 277,PSYC 402,0.25
PSYC 218,PSYC 402,0.25
PSYC 278,PSYC 402,0.25
PSYC 300,PSYC 402,0.5
PSYC 366,PSYC 402,0.5
PSYC 217,PSYC 403,0.33
PSYC 277,PSYC 403,0.33
PSYC 366,PSYC 403,0.33
PSYC 305,PSYC 403,0.25
PSYC 307,PSYC 403,0.25
PSYC 308,PSYC 403,0.25
PSYC 358,PSYC 403,0.25
PSYC 217,PSYC 404,0.33
PSYC 277,PSYC 404,0.33
PSYC 366,PSYC 404,0.33
PSYC 305,PSYC 404,0.25
PSYC 307,PSYC 404,0.25
PSYC 308,PSYC 404,0.25
PSYC 358,PSYC 404,0.25
PSYC 217,PSYC 407,0.33
PSYC 277,PSYC 407,0.33
PSYC 366,PSYC 407,0.33
PSYC 307,PSYC 407,0.33
PSYC 308,PSYC 407,0.33
PSYC 358,PSYC 407,0.33
PSYC 217,PSYC 408,0.33
PSYC 277,PSYC 408,0.33
PSYC 366,PSYC 408,0.33
PSYC 305,PSYC 408,0.25
PSYC 307,PSYC 408,0.25
PSYC 308,PSYC 408,0.25
PSYC 358,PSYC 408,0.25
PSYC 217,PSYC 409,0.25
PSYC 277,PSYC 409,0.25
PSYC 218,PSYC 409,0.25
PSYC 278,PSYC 409,0.25
PSYC 366,PSYC 409,0.5
PSYC 309,PSYC 409,0.25
PSYC 365,PSYC 409,0.25
PSYC 302,PSYC 412,0.2
PSYC 315,PSYC 412,0.2
PSYC 319,PSYC 412,0.2
PSYC 322,PSYC 412,0.2
PSYC 325,PSYC 412,0.2
PSYC 302,PSYC 413,0.2
PSYC 315,PSYC 413,0.2
PSYC 319,PSYC 413,0.2
PSYC 322,PSYC 413,0.2
PSYC 325,PSYC 413,0.2
PSYC 217,PSYC 414,0.25
PSYC 277,PSYC 414,0.25
PSYC 218,PSYC 414,0.25
PSYC 366,PSYC 414,0.5
PSYC 302,PSYC 414,0.1
PSYC 315,PSYC 414,0.1
PSYC 319,PSYC 414,0.1
PSYC 322,PSYC 414,0.1
PSYC 325,PSYC 414,0.1
PSYC 217,PSYC 415,0.33
PSYC 277,PSYC 415,0.33
PSYC 366,PSYC 415,0.33
PSYC 305,PSYC 415,0.25
PSYC 307,PSYC 415,0.25
PSYC 308,PSYC 415,0.25
PSYC 358,PSYC 415,0.25
PSYC 217,PSYC 417,0.25
PSYC 277,PSYC 417,0.25
PSYC 218,PSYC 417,0.25
PSYC 278,PSYC 417,0.25
PSYC 366,PSYC 417,0.5
PSYC 217,PSYC 418,0.33
PSYC 277,PSYC 418,0.33
PSYC 366,PSYC 418,0.33
PSYC 305,PSYC 418,0.25
PSYC 307,PSYC 418,0.25
PSYC 308,PSYC 418,0.25
PSYC 358,PSYC 418,0.25
PSYC 300,PSYC 420,0.25
PSYC 308,PSYC 420,0.25
PSYC 314,PSYC 420,0.25
PSYC 319,PSYC 420,0.25
PSYC 100,PSYC 421,0.5
PSYC 101,PSYC 421,0.13
PSYC 102,PSYC 421,0.13
PSYC 205,PSYC 421,0.13
PSYC 207,PSYC 421,0.13
PSYC 208,PSYC 421,0.13
PSYC 216,PSYC 421,0.13
PSYC 217,PSYC 421,0.13
PSYC 277,PSYC 421,0.13
PSYC 217,PSYC 427,0.25
PSYC 277,PSYC 427,0.25
PSYC 218,PSYC 427,0.25
PSYC 278,PSYC 427,0.25
PSYC 366,PSYC 427,0.5
PSYC 349,PSYC 449,1
PSYC 304,PSYC 460,0.33
PSYC 360,PSYC 460,0.33
PSYC 371,PSYC 460,0.33
PSYC 304,PSYC 461,0.25
PSYC 360,PSYC 461,0.25
PSYC 371,PSYC 461,0.25
PSYC 460,PSYC 461,0.25
PSYC 304,PSYC 462,0.33
PSYC 360,PSYC 462,0.33
PSYC 371,PSYC 462,0.33
PSYC 217,PSYC 463,0.33
PSYC 218,PSYC 463,0.33
PSYC 260,PSYC 463,0.17
PSYC 270,PSYC 463,0.17
PSYC 277,PSYC 463,0.33
PSYC 278,PSYC 463,0.33
PSYC 217,PSYC 466,0.2
PSYC 218,PSYC 466,0.2
PSYC 366,PSYC 466,0.2
PSYC 304,PSYC 466,0.04
PSYC 360,PSYC 466,0.04
PSYC 363,PSYC 466,0.04
PSYC 365,PSYC 466,0.04
PSYC 371,PSYC 466,0.04
BIOL 355,PSYC 466,0.1
BIOL 455,PSYC 466,0.1
PHYL 301,PSYC 466,0.1
PHYL 426,PSYC 466,0.1
PSYC 277,PSYC 466,0.2
PSYC 278,PSYC 466,0.2
PSYC 314,PSYC 469,0.25
PSYC 360,PSYC 469,0.25
MICB 302,PSYC 469,0.5
PSYC 100,PSYC 469,0.25
PSYC 101,PSYC 469,0.25
PSYC 102,PSYC 469,0.25
PSYC 361,PSYC 472,1
PSYC 399,PSYC 498,1
PSYC 498,PSYC 499,1
PUNJ 100,PUNJ 101,1
PUNJ 101,PUNJ 200,0.5
PUNJ 102,PUNJ 200,0.5
PUNJ 101,PUNJ 201,1
PUNJ 201,PUNJ 202,1
PUNJ 200,PUNJ 300,0.5
PUNJ 202,PUNJ 300,0.5
PUNJ 300,PUNJ 401,1
PUNJ 300,PUNJ 402,1
PUNJ 300,PUNJ 403,1
PUNJ 300,PUNJ 404,1
PUNJ 300,PUNJ 457,1
PUNJ 300,PUNJ 475,1
RGST 200,RGST 300,1
RGST 200,RGST 330,1
RGST 300,RGST 400,1
RUSS 100,RUSS 200,0.5
RUSS 102,RUSS 200,0.5
RUSS 100,RUSS 201,0.5
RUSS 102,RUSS 201,0.5
RUSS 201,RUSS 202,1
RUSS 100,RUSS 215,0.5
RUSS 102,RUSS 215,0.5
RUSS 200,RUSS 300,0.5
RUSS 202,RUSS 300,0.5
RUSS 200,RUSS 301,0.5
RUSS 202,RUSS 301,0.5
RUSS 301,RUSS 302,1
RUSS 200,RUSS 305,0.5
RUSS 202,RUSS 305,0.5
